entertainment_208.txt,duran,vh1,album,interview,bon
entertainment_234.txt,elvis,chart,number,place,week
entertainment_220.txt,award,interactive,website,tv,category
entertainment_036.txt,hanks,year,square,boy,story
entertainment_022.txt,ballet,dancer,rad,child,dance
entertainment_181.txt,evans,stall,sofa,sale,piece
entertainment_195.txt,aid,relief,world,victim,attack
entertainment_142.txt,new,york,group,bbc,sound,music,act,band,uk,radio
entertainment_156.txt,soul,r&b,awards,nomination,album,music
entertainment_383.txt,film,director,vabres,alan,death
entertainment_368.txt,aviator,scorsese,film,uk,director,jamie,actress,ray,sideways,charles
entertainment_340.txt,fockers,comedy,hide,nomination,box
entertainment_354.txt,star,carpet,film,aviator,actress,role
entertainment_355.txt,film,award,star,role,actress
entertainment_341.txt,film,festival,role,lewis,career
entertainment_369.txt,film,arnold,kumar,wasp,trouble,academy
entertainment_382.txt,film,rating,wars,lucas,star
entertainment_157.txt,recording,footage,year,million,dollar
entertainment_143.txt,song,record,copy,hmv,christmas
entertainment_194.txt,company,film,minority,television,industry
entertainment_180.txt,bez,john,mccririck,actor,stallone
entertainment_023.txt,viotti,la,fenice,opera,massenet
entertainment_037.txt,carib,cannibal,sequel,film,pirates
entertainment_221.txt,bet,brother,information,people,eviction
entertainment_235.txt,band,pop,chart,artist,record
entertainment_209.txt,viewer,rat,nbc,light,lawsuit
entertainment_223.txt,ladbrokes,singer,star,trial,eviction
entertainment_237.txt,knight,size,gun,small,death
entertainment_009.txt,jesus,book,bishop,tom,brown
entertainment_021.txt,ballet,markova,alicia,diaghilev,ballerina
entertainment_035.txt,film,oscar,aviator,miyagishima,picture
entertainment_196.txt,office,gervais,comedy,simpsons,tv
entertainment_182.txt,tv,tsunami,money,night,o'reilly
entertainment_169.txt,blake,gun,murder,residue,bakley
entertainment_155.txt,nirvana,track,set,cobain,kurt
entertainment_141.txt,police,ozzy,star,singer,sharon
entertainment_380.txt,film,boogeyman,chart,comedy,entry
entertainment_357.txt,vera,bafta,drake,film,award,actress,foxx,actor,ray
entertainment_343.txt,broadway,charity,applegate,performance,chicago
entertainment_342.txt,bach,rifkin,composer,movement,cantata
entertainment_356.txt,davis,star,right,ossie,funeral
entertainment_381.txt,florida,morrison,state,university,hit
entertainment_140.txt,ticket,band,green,fan,u2
entertainment_154.txt,gallagher,band,fight,time,euro
entertainment_168.txt,mtv,sex,ptc,television,violence
entertainment_183.txt,trek,star,series,fan,upn
entertainment_197.txt,john,peel,dj,radio,music,station
entertainment_034.txt,film,award,leigh,staunton,winner,london,ceremony
entertainment_020.txt,portrait,london,owner,artist,painting
entertainment_008.txt,theatre,awards,award,history,boys
entertainment_236.txt,franz,ferdinand,art,school,band,album,year,kapranos
entertainment_222.txt,carson,school,norfolk,tribute,tv
entertainment_226.txt,fox,audience,show,berman,series
entertainment_232.txt,score,connick,broadway,richard,actor
entertainment_024.txt,book,prize,new,work,family,year
entertainment_030.txt,critic,film,cfca,director,award,actress
entertainment_018.txt,versace,lichtenstein,sale,roy,collection
entertainment_193.txt,science,csi,investigator,effect,tv
entertainment_187.txt,eviction,kenzie,housemate,bookmaker,surprise
entertainment_150.txt,award,year,billboard,usher,artist
entertainment_144.txt,song,number,spot,toy,soldiers
entertainment_178.txt,apprentice,richard,sir,fox,network
entertainment_385.txt,film,jackson,profit,deal,book
